Id,Predicted
36740,368030.14569888107
42954,284508.77343501826
5921,314790.29120364896
40850,270236.8618912076
44668,305720.496673661
162241,544240.4612297186
81902,430671.05285528814
154334,471245.15516763215
59218,367911.4426375297
106222,529366.7970897802
139069,479627.33570880163
4425,444374.8496736271
140007,425869.86465206544
90024,397747.90270478395
153101,443663.66966456315
37538,309574.80921520904
38946,292698.1745090862
151272,451868.29050869704
95430,531575.6899769871
101750,559754.4894702735
131496,442089.080394132
167864,486051.6786084293
17832,392719.26597827545
106738,433881.75484549865
164505,550904.7507939575
20200,348001.7562428133
28507,420084.8292766204
43495,388169.3837209947
11040,626626.6824800767
106585,416493.02229828574
75026,458511.1068889406
142562,495233.8264377253
113332,477092.0954366174
159065,486184.84426622925
157589,492642.22760147374
26850,323788.8602408612
83917,365816.6104697555
124331,386419.8430598929
58018,228354.60297502478
109105,450829.90542782313
97862,426677.68918878486
47828,364255.1287806001
123220,451717.2632703507
144449,412610.2171271733
39920,308066.73976146814
160888,465356.9211122831
47978,288949.94878780516
14331,408100.9125264455
60334,337790.11932565307
49737,278713.3479053925
98533,294205.94769782736
38375,322752.6001437455
176978,722366.7211839055
60474,442618.2747659207
163806,560947.8557878719
4654,386153.4125326292
130912,400435.7214640621
115098,444600.62039241695
56214,277981.632733829
63720,318296.1266756274
143496,565927.3141203165
66720,306615.644992952
29518,182930.2082702993
68026,537200.0500756202
118804,365388.8430783842
126852,453454.76937547757
49738,256203.37168947095
49424,427462.60935554176
18184,373944.39721915295
157571,492034.58067869494
111705,520325.44150295237
179891,659115.9335049078
76587,334737.4308523119
119008,374425.1403645512
128414,315974.8167714055
162481,443793.64728695736
113444,563412.5889242751
134087,429401.41954955633
26496,327793.538032545
8183,412766.63570115867
96508,388783.688993162
77192,413279.5439393361
84054,518814.1316095401
55624,355055.03943101177
163711,428356.8581082957
29219,432952.21066148224
81813,469033.8756022761
181000,668629.0221042658
143894,468009.7033812314
141800,489549.8736718202
30009,302157.91191190394
45917,294258.65558734286
14425,367449.31868688203
134779,418589.04158999317
78114,423345.5506073694
128833,456736.28749536077
129335,478522.98520876095
56632,395255.768659643
46967,336986.1897946333
146611,357103.65435170976
156600,490164.33013675304
105167,391462.0282907849
35572,288865.40536524076
68778,391147.70932645735
76922,376849.32044302253
57737,247107.3777777789
63946,443146.80288681836
111235,392871.70892909437
114882,509538.98071517743
138376,449628.9636802702
90637,409677.63217813626
184522,651008.3948238774
92974,361506.0295141652
8857,319371.8640962025
156181,521961.5024519028
143702,391385.1160337569
11229,298296.40741528204
41300,386341.49982076837
72247,387014.79797311523
83180,477534.5888125728
148335,468731.5987235463
7890,398278.1749890286
135138,498722.3318841372
27131,310348.6893717161
131032,421662.86080163205
74357,404079.6954394715
156049,339654.197336585
97276,383303.21753500775
82842,358457.0058338482
148527,476135.049071948
144752,507400.52068375656
18175,334357.40719202254
11905,273283.9671554277
171029,479570.3235236295
59320,439979.2299339217
84110,391124.68375343765
85951,551037.5940382499
163141,484570.51958057
109999,427601.1319486845
147801,408775.7936265177
139213,443245.80610337027
181431,645168.5792838527
165242,514903.1177985533
48813,235704.09067426837
89306,317576.0513341547
133442,404721.3445543756
65829,624303.0519258291
87579,398783.10616127617
91465,484395.6492567021
73701,498586.0057843737
15530,393468.13542489475
97193,509550.15038737084
166625,583898.6871662147
33195,461049.1563793029
136148,506801.1486482506
165033,655111.9567380657
91814,287553.0578103937
79471,478888.3772677192
21862,508973.09682824236
67991,456766.2675912766
165486,513505.904959539
63600,389380.23603836517
110049,316528.5270082719
112307,383607.67306574364
74635,496671.51082219393
107059,439930.18767297803
87516,567676.0337583557
10936,526240.5608824414
139877,403547.079612714
42424,443364.97097921453
166867,442882.6176338964
101107,497754.0070515543
76199,469377.12753489416
80888,337605.6528817983
9911,317892.597254419
156640,473352.3670243944
48860,344848.6234287451
138105,470460.89558490773
117983,449304.7858214639
93922,410378.7946428988
106646,438533.25495498185
120040,534275.4461141498
126172,368749.4437296811
80749,413490.99995453656
131491,491627.95403932274
112112,523934.5428518837
47501,344250.15831889113
13728,280399.9514538966
101768,346295.23818991735
165,397327.1360924751
19524,486132.50941789616
150677,494353.4628457151
59379,435594.14730787766
74454,335776.6440838687
175450,656039.1058435218
116506,462044.46445482934
147339,472480.5014777966
1820,463740.0367304215
110186,266133.8609404483
62682,405353.7269348775
89581,481931.27232456004
137848,488864.0003110017
161798,439991.51356457866
170742,479892.487542357
82918,455708.77685296454
154926,418510.46500674175
149598,268137.85832653276
44725,289896.18995769846
90766,562863.7974026168
148899,415031.2372342965
126592,355153.640880374
157908,382614.762896072
113713,447753.21574905835
165510,481062.28390140366
101470,377352.3024869383
51743,321339.51370897726
27173,157055.57497238164
95488,359717.61919278454
121352,411445.30532243534
143803,425934.4179698258
63373,339843.7766046107
163514,504806.01960829017
35643,311752.17618583946
120579,534361.9181277844
128369,405706.0463399222
141816,482720.70544382895
161838,506492.98389172903
71069,398541.62421736564
77131,442760.6575613365
17667,365603.424848614
52148,423440.711205025
102035,466953.40150048496
111359,406832.0573608951
17719,408553.0252065187
123306,305734.84008443
161864,616608.6282056132
180849,609694.9704582584
160993,473616.6256052778
162321,359765.4633799619
46481,304730.4306055318
79814,350660.60763196344
137789,574868.2551529098
54212,271013.0015134813
57246,678391.6986271066
183567,634524.1454822248
126709,438125.62477333227
38938,322204.4203354686
31497,445196.398459845
174057,632895.711772759
173992,565306.8776747893
60975,352618.339281179
54718,300050.1735953761
178130,636567.6239729526
133730,366269.1316429544
25880,235318.22766841418
139537,378018.0091483195
3465,461541.36748768855
162957,444570.9478237758
83356,486834.06371484976
32897,339290.0568587624
49245,372859.84642717754
60337,315400.7794355756
139769,590648.6439005545
52326,347340.3399145802
180789,569365.4793056347
49386,417536.2857941746
159352,510871.44931406726
42027,410983.87931700563
155370,411873.7998111476
143725,504907.10010713985
131769,447383.2581575165
139885,430428.2506684519
93808,504365.75785212056
10639,358745.19985223585
168611,533096.5456517301
123170,358937.45175325
139150,305916.3374425274
62622,465301.20450862055
18566,299797.9382912379
67121,262368.7153199152
119193,396796.5401088093
75320,488483.0482418087
59316,436616.6196031474
42962,275576.4064905313
85155,306488.6503316744
148730,453987.3278864245
182768,613706.819483582
21816,356133.73416333704
119821,455201.9665776809
75672,474368.5306252991
164062,545197.122252182
90516,500640.9794926644
126543,373048.25482925633
20563,263119.8950522896
173167,475772.23502192734
140696,485501.6742009184
60885,456775.3864105693
71010,311821.4841147837
65245,450717.64887117356
7762,297219.7957233211
162332,450257.18058438296
132065,501281.9838592384
163315,514091.2011422842
94896,367466.5836810338
13990,455448.13294026547
86695,417167.73523280845
136032,711876.6734178689
181973,566294.3413044374
176320,660307.884535224
75446,456365.65731575404
165520,465809.0063690061
95499,420186.07086950436
73362,421406.0536067477
115013,345220.40006578475
117752,504671.75714340305
120534,594594.8483416294
173316,577443.1824387201
8539,504853.6634374352
57416,442443.6196551623
147688,446746.1191390763
48843,298964.8135417708
123483,461533.1343844622
91781,364825.15508489485
57502,168225.23354635917
71368,470415.65815371793
90332,398858.9971781828
142978,493808.8014225198
62463,387231.02314974635
151089,357078.9452499689
159388,396642.2485222991
146762,414461.14607504784
32542,286412.44234594156
44504,378895.215002238
154438,504784.38593196287
92711,393165.2827047429
26861,364506.9068557892
154130,550245.0691744536
108177,522533.6416400287
85561,337302.0363912758
29523,253769.7735257021
162190,560333.2516183949
137744,459748.1003999979
141614,401746.30654219864
154095,510387.9319734986
177433,684664.7962417939
179772,689308.5954534893
146601,484867.1974363178
90354,423056.81268607156
144520,450049.32059419696
43671,303534.1845412653
151379,415071.05344095296
43516,310239.84897528205
114780,387494.66158245044
48679,427764.82559891394
161637,484761.9789632813
97266,411069.4821459577
143522,398045.2751085133
82873,399135.4621132432
111022,428817.40767216973
170004,444679.2080897363
149233,453672.62715045013
11335,237360.7725935076
178323,652815.4146686767
117545,457164.85287780466
104197,438635.1775130295
114280,432318.7167858805
42651,391649.15670819656
123646,427233.73503200954
78646,455447.0653070316
167436,705591.2562789178
25911,271094.6467384263
140037,476848.4467465841
117935,555679.0063626417
122922,405176.1930141848
28738,367887.44178588054
65411,576416.4758897286
20519,244876.27051153005
148799,492581.7707840687
96848,350364.34139693395
167854,469981.75191314425
90027,450843.1096497156
124583,418226.9479237837
123841,413283.86737563554
143815,502861.89838549925
100928,350667.82526354503
64554,461535.69215871167
55996,290873.58712270745
168480,486136.42046603165
18511,327021.9881955243
7174,310209.5946533161
107447,407468.52934310585
109945,410099.68389265466
109304,532401.5686130815
33225,181104.1650603806
31504,273776.5745667559
85162,320662.50502290146
164868,455648.69214541704
102092,414693.1447087273
45425,377246.7164528317
127376,464514.77191620436
156938,456453.48572685395
127635,501474.62331799103
111774,601086.1224227119
68733,378302.1793871917
57288,294922.2117954362
147560,548907.9755373296
83283,466652.1771381054
180470,551234.7057351953
30049,334777.49206737394
138841,495960.42789967416
138637,393814.92390841746
178178,760825.8320943745
58256,247030.2190052069
104665,450650.15001362364
59813,193882.53749811288
142178,343440.69532010774
104367,473152.7346252594
135075,379506.27599979786
95010,421497.20405568124
179668,612757.2803599181
111338,359970.58381526894
76006,376582.08586960856
106534,429870.34349216986
76196,552361.0359886274
110996,453370.61892286985
145016,516310.20678960416
133526,455263.5392555882
77499,331209.0286608887
64752,459047.769701279
148430,444289.65805909265
63329,317639.01001475623
173406,469923.6526853143
79182,424664.0928782515
139963,481213.6839344096
119727,334510.9515519021
14184,374837.701163572
63325,642185.9027113899
150715,342138.212485794
13226,295996.06199991994
166355,499823.81604542315
162216,559872.5403227565
103161,499332.9276471684
54877,438852.37763682916
77637,349132.69937157806
71775,648938.5749931805
116543,328894.2223378606
98865,442125.75725069374
155674,339459.6605550615
46410,431415.3981186309
149242,364452.072255461
156019,503792.2015913848
167793,514440.74860275903
96889,579781.4008202651
12180,222773.64503136027
30975,445221.0363138857
118140,454995.5692056847
130703,465760.82768755086
78738,450563.0176218584
31269,323696.7714902438
109042,481989.1175725949
48367,394865.71695605747
169027,468889.44402577775
94564,417186.75965640356
69161,486167.2150096326
102048,509903.0018583897
80360,331665.8331236113
108330,428316.71394859004
45894,283204.407534357
86934,354639.4476180344
99343,390753.58918865654
51815,342055.0960071266
125813,402056.99711332924
107171,364830.9605722884
154642,404894.3556641482
68097,347730.7373085668
160821,486237.9547039197
19655,333592.0756553049
142752,440986.59724209283
36940,341174.56291220436
111126,423517.8896763275
71019,374138.1263100582
85188,509644.4362467126
125357,365561.20526844513
162730,462672.0309941706
150653,431967.0827152275
120056,391489.15636335127
174388,643129.9980993829
182913,624799.4604943377
54148,278038.00933916064
131866,584871.6220928951
149984,477244.01095325494
159985,478937.3641171673
95496,420071.8371416745
112843,452758.0827375089
27369,244391.27396328025
169753,649301.3828224097
92534,364400.1369355527
129225,449209.3027070191
13062,191691.13422627916
130722,519778.3802878593
134157,438272.8749822505
165859,502190.7476567937
66301,432645.9482439236
83618,449929.80482471635
107691,448564.51162800833
105232,393809.02721894067
71976,492718.95207267447
74551,391879.6737748333
141919,475892.9698767748
106300,347691.07543859154
131980,444680.3571288477
133141,435009.01157356997
3973,288254.5375690588
180446,604808.6247761612
175025,563235.8815301999
75064,402845.72695353406
149491,427198.6406025591
154754,475622.02300589444
132371,435968.1797847105
134999,457757.3842418688
165322,528982.1630995491
108805,496309.0949190014
140691,499074.26074968
156367,497206.7936453525
85858,594902.5735111466
152700,456057.55224873667
185104,568836.1657556482
70218,404096.1715323034
165123,559719.6682918502
55106,460044.47275951866
88369,372012.93407081615
31211,357591.8929956063
108437,389217.3543209629
185814,742276.9797642782
73304,443971.3002563628
148656,478241.98562313366
84559,332977.42232730065
151222,410018.2558013509
182640,697895.2975718866
157520,465623.1466796532
153201,500367.24612994766
51319,443293.1775331931
7586,326514.5499949075
17286,278528.68353207863
17996,325546.89125570166
136652,480613.83463323186
107533,374937.77773804124
35676,271569.0591598009
63528,429115.3701948625
88024,365972.6163025063
92245,439288.01510457636
121431,503601.195515144
117675,415996.8678064124
80382,376768.3680681904
85834,436224.8916086338
7544,318020.1516105612
76545,393697.15968597156
182269,727501.7987637362
115301,373868.55467143626
96978,482347.55439761485
43684,358338.19491128996
103852,538503.5312074468
55623,332325.38726286765
154963,395942.48455965484
118607,413049.6742247116
66046,403091.5809951476
50815,409785.8479209975
88378,443448.47059789044
141186,563900.7302425394
142321,723330.2573318152
47123,268420.96145168686
176333,608358.1666006418
3011,286199.7094049931
68006,547436.5867725845
183387,530459.6522132893
173044,487663.42432889587
7197,300680.3400890614
35841,297114.70540757326
64929,706435.5986555294
99553,491366.16682114004
59246,247638.23894104976
122401,353601.4591866613
54602,374247.1395863937
57503,186828.12203464034
139988,437455.94769535627
3816,377141.85911367927
157223,438910.21479368233
155755,411804.26620121545
130038,407494.20339433185
100231,417814.1891877085
184320,619119.5383216365
121624,432585.0448245324
175778,524021.5452085793
49838,294469.9974804573
92825,573749.5585642527
20599,255012.61224535698
90059,455300.4188798153
8718,249730.8615961769
140415,437238.59615774493
45486,372150.39686309954
72264,411304.7707256439
102129,420716.27242448356
5083,409917.1767036578
165475,505959.3791285227
88985,486430.842289169
30967,411799.2787180147
39924,275993.87895270577
151658,384682.9701456503
145774,543394.8194211537
109232,401563.87012011104
32071,234301.58727253677
150070,486669.3937260742
157555,462984.0179226402
141514,339275.97494251106
137558,554861.3326206153
162016,506700.71097087103
47743,380703.37673925963
42863,316387.50918419287
60316,327695.6337794477
119376,513328.3362468421
96534,432221.68695296685
97787,503884.03399578604
46854,276660.17592073616
131197,372565.5869882669
45750,362232.8715722265
75580,551443.9921163882
122938,485469.3119010526
24952,266805.1023187728
8713,230363.81975880713
29044,333099.6737063461
155354,511573.97175012494
174630,672791.479080816
173530,477311.01761789713
9167,343751.9499227952
2712,270964.06604250567
34228,360203.239471982
101108,526804.569807609
182805,626895.3520459847
71207,365797.80794685555
24463,367707.23053696967
161441,456544.1189201711
62066,291841.87269181525
140608,433694.46632573544
9901,257391.4160673264
167009,465046.09927846387
70131,335170.15810006694
111696,575978.6123046824
10786,319034.5731536321
104011,521856.3604531773
108425,357766.73588992504
26582,411825.8483660149
134633,503345.17260435974
97941,435171.6120914278
107642,414147.1582105055
161902,453140.9425990437
95448,419975.1272525431
21815,355542.24677470175
146443,491543.80621304567
108700,374686.19003384945
22001,433089.05697959324
74783,362413.02088933485
119865,420803.49481551687
141913,428351.5105167883
74995,465613.75382853305
135235,329213.70721213496
48589,318523.7678470132
119943,374443.52073244913
99440,326234.4019154266
144341,620719.2506615173
97930,529503.514710382
131041,364467.98082685994
84731,474306.0580742511
127448,460669.17364449066
61300,271910.90393429145
63131,390146.1935452565
25238,363632.0717576121
180340,568119.5503334642
99506,329456.4188424262
183854,645361.5165373792
94910,444931.65808468545
44500,294765.4823610632
63085,358468.10220968426
101842,365768.40797713003
5938,502171.8811476022
170855,591669.2310337118
40121,244429.2289726446
74424,433620.2557868651
156663,548585.8105762114
181734,665591.492639933
109020,545231.5468922964
54192,320388.41039434687
121171,559513.9391780939
103252,453280.49234644393
46896,235174.64502576127
175241,628070.8660872909
9111,585689.2058595832
172947,452049.9018103889
60940,434965.7181384976
77395,370173.7208605884
83691,519730.1964049131
11241,363213.27898262
58884,308288.49045319407
35455,199756.7775518085
134929,452167.4912669972
127658,504064.09518810594
74414,444495.12095411593
41430,296285.94002006826
66839,346657.2363148349
68946,420591.5038860503
75029,452338.28162486356
164287,404903.9204644038
7830,326971.64272451855
33316,292058.92126116937
59853,463567.7053420034
77185,378685.9911297464
131362,311336.25726555986
60057,399942.2158340013
62703,499061.5382703445
7301,273874.78586651577
62430,431079.09966042044
90275,445929.19145688514
147521,385572.80374233366
51376,318333.1170864266
115157,391991.9666929447
125261,400156.0293329765
95547,414879.55068861914
3515,278971.2299803087
76413,282363.22257842973
127634,498076.9711564097
66815,642975.565860126
5490,364126.0169776238
84749,293542.2822054214
85064,323129.4256284109
94989,511819.8976031677
185937,772788.3321457829
67686,473843.0250235701
132595,477776.67563156737
29101,403450.45794250123
20069,361966.43654268404
22550,170803.121948999
114955,541644.5524036228
146788,424571.5687471162
83092,528762.1425220168
135246,392945.23103338835
137382,406476.54306676344
145401,510697.81150893896
58300,309926.3440207972
140496,343650.7933761302
149481,446565.6824399289
136826,490687.75070041686
69083,535154.7749657052
149913,375551.05164545897
112379,410945.15391137183
170528,457732.1014427718
20491,262198.9840386207
20537,262197.2507646857
18157,349610.68472442013
92700,615482.5737623586
173075,454603.5100192846
141277,463428.7344332977
112473,391474.710867351
75725,524959.0495565459
163134,536620.1600836554
97936,489158.9732985649
181576,571335.4774478301
176565,629371.7365657726
155355,444044.0431023602
11800,284856.4775409652
76885,410291.3946546826
150140,539823.3153154355
15952,355456.53333630203
163132,458949.15306498646
182445,617915.9391179999
1689,210580.58409462142
15651,269633.98559284746
79260,483692.79339947377
126131,501097.5750629061
146446,481825.2434635538
35453,187506.64165074372
24575,423325.0397750458
153177,474988.57519346586
11722,319851.28928783373
53959,476483.00019151426
23876,313133.4501112889
126643,442110.804064041
86844,557327.1917336441
53505,365492.4992686284
181162,632295.3993600005
87181,397409.4993012888
59383,474258.4930474041
34764,514571.3897963558
62298,415822.2868896029
35998,408073.46408315294
32970,360827.60571115895
26641,387520.24638679717
175224,691227.0109131054
110327,359278.1853919015
156595,468467.7791460505
163067,484914.70194876194
60715,368007.5767164109
150551,437262.25968311884
58057,510927.8267940337
15757,277174.29533384275
20005,352587.9163900894
60657,391666.81116962165
81819,457083.50152092596
107651,530477.1056386827
109597,372106.30313556
64677,359970.7332032429
170987,364190.73017500807
328,369181.8674504738
170503,501055.1762510974
54169,411837.8562015125
101792,451470.04726038326
53716,244348.2725773736
118305,426683.62276606035
159348,491504.40747669747
47524,314456.60502622323
120095,452652.2054892801
89161,480535.7484563685
122216,382562.2110156274
22639,191877.41720878513
36501,278702.51908385294
90278,445929.19145688514
176235,578139.4267936271
47155,402617.20038707135
55247,249648.20481832273
105381,475202.27246409276
81889,357040.17918536277
114435,310569.00794753985
85101,375619.4445665176
87805,517651.2731006421
57447,349635.2736392084
96458,461011.9379174957
133136,430439.392011366
42652,410354.973221718
11571,351310.5328583573
162263,520125.3533327145
95243,443643.9375801841
98025,487581.20640160295
121413,472150.5770841061
65094,315655.7461843984
106745,408341.8877440518
182962,693979.3995791045
146159,586504.9584089002
64169,529975.9090220529
59992,318759.40679731464
45489,372392.11527123844
133891,430796.7290094752
181799,603165.336879942
128771,663115.8643454304
100544,430871.86754973035
117827,514336.61462729564
125112,525405.3926715789
41283,327387.46795626817
143488,439053.844358283
132026,482879.5052886477
154774,521055.5126596514
181316,691279.4406104647
26452,276718.0091070397
48876,264988.0750403381
23995,265434.29981668445
114699,354303.3193270995
14429,430623.5890220003
155233,363244.3211709182
140675,438337.7459602929
149085,398178.118972301
32887,314295.1190401811
124252,486890.0444820258
101533,442333.0462164938
133377,443419.9487212337
166041,488730.6122278949
114468,328238.9655839611
74715,442911.3856988991
64519,654300.7846335785
152802,512097.72939671495
53278,330001.8071896764
34834,334427.50810135936
136017,570970.5888832085
154630,404999.7978885409
179253,705294.0653400477
146936,511235.1951223705
97021,364537.4461983066
1925,343284.0527360137
177820,585315.7043209064
83330,442089.8702113092
145449,372370.4837105898
179983,639363.1272627696
167017,455695.297805028
143174,449350.1900891654
118433,356451.0686035505
108,257212.16011883173
29908,295783.8867316984
70316,540880.4633456133
147948,634665.2725382915
98363,359610.5727440625
155623,451908.91022276273
71979,545343.2298618347
110154,421169.7218641732
94821,373775.65914483776
48673,422523.33785217383
92650,434371.85689565615
1810,376545.3713729144
156154,395064.9150706629
93822,594731.5297165844
127679,463166.70809621643
51871,304959.0209335859
8150,342163.9515592919
124650,429133.35169688426
41453,374357.08112499584
134106,413549.68622091797
85212,679116.7224562451
129207,536819.7283461966
122046,330173.0373795326
80517,396667.0705167643
100969,416551.9873897834
27240,165775.26929868612
51867,407877.35699026915
105710,413585.7296271528
123195,411911.3292514621
120616,439756.63781036285
27126,310454.1315961088
11811,318397.3740695621
178381,610447.452697315
179534,602891.827804328
8432,326668.6200614666
130518,322297.2731415988
127324,476320.7642034536
92750,516168.6426271675
88080,431287.9798859263
139501,291052.8253804804
52121,358870.98175405967
140776,516323.56384370674
90635,409677.63217813626
125011,513513.0232334942
89929,390700.9784300348
55616,757230.1507757271
143796,455440.6637962082
164854,423628.83241388
122926,441713.0606831309
68261,387315.1272698896
142713,450997.35573250445
121421,437530.2577143388
73311,448698.0634888443
180277,653396.3011762023
180204,631121.919881594
77138,508587.99541121884
162461,705497.7449837242
39775,376536.55946592556
125903,615506.8816102252
106371,361347.49371848226
178198,705790.5303085665
134921,531433.9858743921
106158,405892.5551965391
93050,351223.79093883606
141454,468854.9325950422
93644,409100.1973602965
43686,405648.51779501245
157459,431500.83967995143
92229,380784.3760991315
27330,218637.8263493103
12077,255947.04287208745
104334,535323.4868766688
30897,317916.41817950504
27451,267139.6803273994
28528,294455.2444359049
80302,647272.1768841129
97142,491059.1392036883
11493,322152.2599739169
172125,642091.3176529349
125657,506857.20596204395
135834,410591.4748225243
33068,326938.16048418987
107676,442347.8719496118
41602,340553.0852601676
164242,504564.96842441824
78229,526029.659611389
153717,350174.6477699666
24662,328540.5205771173
76220,555869.8147392332
163429,531523.4976663493
4753,309537.7997775123
136174,488991.8443353706
60783,497597.8229641934
157864,485605.46362273116
62301,396455.2450522331
32531,335410.08959336474
59317,468555.3989547243
83255,455755.49367824674
152904,424570.28791105526
86929,375688.98094693903
1999,241831.8991681746
60828,490914.08771703567
36514,318564.32620036043
74380,388205.6248583255
166486,466036.0694050278
18610,312494.33470758545
68142,413896.29320424306
45431,439665.28430902597
63158,388286.4320478484
106513,491115.0108778276
28506,420084.8292766204
52553,439593.2378861175
